144	1.2	0
-2.356194	1.574060	2.783565
0.000000	0.000000	0.000000
../data/3_zdock/HER2_m.pdb	37.529	5.447	5.464
../data/3_zdock/antibody_m/l13_3.pdb	-0.577	9.419	-1.016
2.094395	2.033014	2.977192	130	131	36	1535.292
-2.879793	0.914445	2.687814	117	143	131	1486.938
1.832596	1.870545	-2.976234	127	123	35	1483.937
2.094395	1.417623	-0.202254	118	10	107	1417.333
-1.308997	0.496451	0.593859	108	5	114	1378.987
-2.879793	2.138223	1.678323	105	6	129	1378.080
1.832596	0.379747	-1.713059	120	1	113	1366.942
0.000000	2.356369	3.005869	127	135	37	1351.341
-3.141593	0.080730	-2.622036	131	143	117	1344.336
2.094395	2.579248	-2.364801	128	129	35	1339.887
-1.308997	0.709924	0.218797	106	11	109	1338.987
2.617994	2.724429	-0.348782	118	142	122	1327.525
-1.047198	2.863997	0.549740	31	27	3	1324.000
2.879793	2.001437	0.381215	110	4	115	1317.948
1.570796	1.554776	0.100351	117	7	109	1314.350
-1.832596	2.356369	3.005869	129	140	37	1304.413
1.047198	2.349581	-2.702517	126	130	35	1301.308
2.356194	2.089241	-0.114193	109	3	118	1284.825
1.832596	1.554776	0.100351	120	7	109	1271.343
2.094395	1.870545	-2.976234	129	124	36	1260.113
0.785398	2.349581	-2.702517	124	129	34	1259.692
1.047198	2.063651	-2.044600	130	121	34	1258.096
-1.832596	0.906588	1.252948	2	129	125	1257.784
0.523599	1.870545	-2.976234	128	135	37	1252.444
1.832596	2.664082	-1.071402	116	141	125	1251.557
-3.141593	1.683268	0.374177	113	6	110	1249.564
2.094395	1.113094	-0.272241	120	12	105	1248.380
1.832596	1.301460	-0.509251	118	5	110	1247.857
2.879793	1.977582	0.969896	107	10	112	1242.821
0.785398	2.588535	-2.976617	126	127	36	1240.134
-1.832596	2.724429	-0.348782	32	27	2	1235.953
-2.879793	0.906588	1.252948	113	1	118	1234.407
2.356194	0.370812	-2.547742	114	142	122	1233.799
2.094395	1.367556	0.358405	114	19	104	1231.967
0.523599	2.349581	-2.702517	123	128	34	1228.256
-2.617994	0.899350	-2.069907	131	138	35	1226.361
2.094395	1.606104	-0.451151	118	4	111	1225.773
-3.141593	0.960688	-0.577532	136	35	105	1224.813
-3.141593	1.977582	0.969896	110	8	111	1219.142
2.617994	1.875281	0.107086	110	5	113	1218.898
-3.141593	2.033014	2.977192	123	138	37	1218.608
2.879793	2.404280	-0.174044	121	143	115	1208.154
-3.141593	0.733948	3.021411	117	141	131	1206.773
-3.141593	2.001437	0.381215	113	1	115	1205.791
-2.617994	0.910508	1.903534	113	143	122	1203.121
0.523599	2.164094	-2.991358	124	133	36	1202.325
-3.141593	2.247462	0.191623	118	1	112	1200.813
1.832596	2.104282	-0.813972	115	143	116	1200.583
-2.617994	0.618092	2.539118	111	2	122	1199.665
-2.879793	1.599406	1.426070	107	4	119	1199.029
-2.094395	0.297065	2.160177	114	143	121	1198.695
-2.356194	1.168678	2.108595	107	4	121	1198.237
-2.879793	1.872854	1.543456	106	4	124	1198.125
2.356194	1.869911	2.701025	122	15	37	1195.833
-1.047198	0.709924	0.218797	109	9	108	1195.485
0.785398	2.063651	-2.044600	128	122	34	1193.611
0.261799	2.979456	-1.009304	133	138	37	1190.144
2.356194	2.247462	0.191623	103	6	120	1189.532
1.570796	0.615174	-0.666022	119	6	109	1189.361
2.094395	1.554776	0.100351	113	10	110	1188.298
-2.356194	0.700570	1.559208	137	129	128	1186.573
0.785398	2.164094	-2.991358	125	134	36	1186.077
1.832596	2.033014	2.977192	128	130	36	1183.122
2.356194	2.455966	-0.641220	120	143	116	1181.859
-2.094395	1.440580	2.260026	128	133	35	1179.126
2.879793	1.875281	0.107086	114	3	112	1178.883
-2.617994	1.168678	2.108595	104	7	122	1177.632
2.617994	1.721184	-0.153948	115	5	110	1175.949
-2.094395	0.591903	2.010408	113	2	117	1175.782
1.047198	1.846342	-1.796954	129	119	32	1173.230
1.570796	1.113094	-0.272241	111	11	110	1171.502
2.879793	0.080730	-2.622036	125	143	116	1171.031
-3.141593	1.875281	0.107086	118	2	111	1170.850
1.047198	0.850607	-1.335383	111	3	114	1169.229
1.832596	2.588535	-2.976617	128	134	37	1168.988
-0.261799	1.374601	-2.456031	21	16	31	1167.180
2.617994	1.909857	-0.381669	112	3	111	1166.580
2.094395	1.413347	-1.339188	134	128	30	1165.890
-1.570796	2.033014	2.977192	131	129	37	1165.210
2.617994	2.404280	-0.174044	116	1	115	1164.931
2.094395	2.455966	-0.641220	107	7	114	1164.864
1.047198	2.073035	2.027405	29	28	15	1164.391
0.785398	1.904882	-1.478089	114	1	117	1163.272
-2.094395	1.413430	2.550734	129	137	36	1163.187
1.832596	1.417623	-0.202254	112	9	111	1162.685
-1.570796	0.496451	0.593859	104	7	114	1161.975
-1.832596	0.914445	2.687814	34	116	34	1159.599
1.308997	0.615174	-0.666022	115	7	109	1157.763
2.094395	1.683268	0.374177	109	16	106	1156.269
-1.570796	2.349581	-2.702517	126	143	36	1156.107
-3.141593	1.812176	0.656819	109	5	114	1155.430
2.617994	0.619654	-2.216909	113	2	130	1154.456
0.785398	2.041297	-2.664597	120	134	33	1154.356
-1.570796	1.998705	2.370472	130	134	38	1153.090
-2.879793	0.674054	1.013609	112	4	113	1152.618
2.356194	2.724429	-0.348782	113	143	120	1152.217
2.094395	1.256302	0.062705	118	15	104	1151.593
-1.047198	0.496451	0.593859	112	2	113	1151.195
-2.094395	0.619654	-2.216909	131	139	36	1149.190
-0.785398	0.458961	-0.107937	105	9	112	1149.139
-3.141593	2.587733	0.232235	117	142	120	1148.658
-2.094395	1.504028	0.636812	113	6	108	1147.201
1.570796	1.982574	-1.115518	113	142	119	1144.928
-1.570796	0.709924	0.218797	102	14	113	1142.766
0.785398	2.579248	-2.364801	116	143	126	1142.256
-3.141593	1.809167	1.213774	107	11	111	1142.038
1.832596	1.413347	-1.339188	113	0	117	1141.658
-0.523599	1.374601	-2.456031	25	18	29	1139.387
-3.141593	2.138223	1.678323	101	9	130	1137.781
2.094395	2.089241	-0.114193	105	6	118	1135.442
1.832596	1.391910	3.030322	129	135	38	1130.602
1.570796	1.417623	-0.202254	119	2	114	1130.355
-1.832596	1.367556	0.358405	113	15	102	1130.055
2.617994	0.640596	-2.797608	115	141	130	1128.443
-0.523599	0.762244	-0.273349	125	3	111	1124.714
1.308997	0.685216	-1.712745	112	0	119	1124.543
-2.617994	1.134796	2.434290	105	5	126	1124.450
1.570796	0.290380	-0.796960	131	0	115	1123.594
0.000000	2.164094	-2.991358	124	131	37	1122.573
