144	1.2	0
-2.356194	1.574060	2.783565
0.000000	0.000000	0.000000
../data/3_zdock/HER2_m.pdb	37.529	5.447	5.464
../data/3_zdock/antibody_m/l12_4.pdb	0.858	8.700	-0.402
2.094395	1.554776	0.100351	113	9	111	1362.866
1.832596	1.554776	0.100351	120	5	110	1351.677
2.879793	1.809167	1.213774	106	12	111	1300.986
0.000000	2.356369	3.005869	128	137	37	1261.475
-2.879793	0.914445	2.687814	116	143	129	1258.965
2.094395	2.579248	-2.364801	127	130	35	1236.552
1.570796	1.113094	-0.272241	110	10	111	1235.511
2.356194	1.450119	-2.739050	131	134	38	1235.073
2.617994	1.875281	0.107086	113	4	115	1231.486
2.879793	2.001437	0.381215	112	3	116	1205.741
-0.523599	0.866395	-2.492918	135	46	133	1195.014
-2.094395	0.700570	1.559208	141	131	126	1188.859
-0.785398	1.599406	1.426070	116	2	117	1185.908
-0.261799	0.960688	-0.577532	123	10	108	1185.228
-3.141593	1.134796	2.434290	98	13	125	1181.891
-2.879793	0.419640	2.974122	113	3	120	1180.977
-2.356194	0.899350	-2.069907	129	141	35	1179.299
-2.879793	0.864993	2.278281	111	0	125	1176.965
-2.617994	1.413430	2.550734	105	4	129	1176.776
-2.879793	0.910508	1.903534	107	2	122	1176.215
2.094395	1.721184	-0.153948	113	5	114	1169.904
-1.570796	2.164094	-2.991358	130	133	37	1166.087
-2.094395	0.619654	-2.216909	131	138	36	1152.372
2.879793	1.977582	0.969896	108	9	112	1152.160
1.832596	1.134497	-1.109631	114	5	112	1151.905
2.356194	1.391910	3.030322	123	140	38	1150.292
2.094395	1.367556	0.358405	115	17	104	1148.506
1.832596	1.433411	-1.035986	111	5	112	1145.697
-2.879793	0.906588	1.252948	117	3	112	1142.261
2.356194	2.455966	-0.641220	122	143	117	1141.094
2.356194	1.242974	-2.977882	119	141	38	1137.193
2.617994	2.356369	3.005869	135	133	37	1134.208
2.617994	2.724429	-0.348782	120	142	123	1126.324
-2.879793	1.555207	1.708892	107	9	114	1123.806
1.570796	1.417623	-0.202254	118	1	115	1122.074
