144	1.2	0
-2.356194	1.574060	2.783565
0.000000	0.000000	0.000000
../data/3_zdock/HER2_m.pdb	37.529	5.447	5.464
../data/3_zdock/antibody_m/l13_5.pdb	-0.988	9.226	-1.480
2.094395	2.579248	-2.364801	128	129	34	1425.232
2.356194	2.724429	-0.348782	113	143	121	1392.557
1.832596	2.104282	-0.813972	115	143	117	1386.346
1.832596	1.836682	-0.676006	116	1	113	1366.796
0.785398	0.571433	-1.188419	114	2	115	1360.427
2.356194	1.554776	0.100351	117	12	105	1312.517
0.523599	0.571433	-1.188419	109	4	117	1304.008
2.094395	1.909857	-0.381669	117	5	108	1301.747
2.617994	2.404280	-0.174044	116	0	115	1299.062
2.094395	2.455966	-0.641220	114	142	119	1283.875
-1.570796	2.164094	-2.991358	128	134	37	1275.796
1.570796	1.836682	-0.676006	111	2	113	1271.755
1.832596	1.606104	-0.451151	118	4	108	1269.575
1.047198	1.325504	-1.671296	107	3	125	1264.162
-3.141593	2.001437	0.381215	113	3	114	1262.515
2.094395	2.187132	-0.479875	115	2	113	1256.315
2.356194	0.370812	-2.547742	115	143	123	1255.856
-1.308997	0.831641	0.616218	113	5	110	1254.751
2.879793	1.809167	1.213774	105	14	112	1253.322
1.047198	0.685216	-1.712745	109	2	122	1249.073
1.308997	1.433411	-1.035986	110	143	119	1233.648
-1.308997	1.736875	3.023612	132	129	37	1228.349
2.094395	1.606104	-0.451151	122	5	107	1225.481
2.879793	2.001437	0.381215	110	4	115	1222.340
2.094395	1.413347	-1.339188	134	128	30	1218.031
2.094395	1.554776	0.100351	113	11	110	1214.330
2.094395	1.367556	0.358405	115	19	104	1210.765
1.308997	1.732874	-0.951685	107	1	119	1198.631
1.047198	2.349581	-2.702517	124	129	35	1197.717
2.356194	1.683268	0.374177	111	15	106	1192.951
0.523599	2.349581	-2.702517	123	128	34	1191.696
2.356194	1.504028	0.636812	113	17	107	1191.621
-1.308997	1.870545	-2.976234	128	133	38	1190.785
1.832596	0.379747	-1.713059	121	1	114	1187.030
2.356194	2.579248	-2.364801	130	130	35	1186.921
1.570796	1.510910	-0.740472	115	1	113	1183.609
1.570796	1.113094	-0.272241	112	11	111	1182.318
-3.141593	2.115563	0.685730	109	3	119	1181.118
